shelter,address,city,county,state,zip,longitude,latitude,phone,accepting,notes,source,private_notes,allow_pets,pets,unofficial,accessibility,active
Hillcrest Church Of Christ Dunmor,"17495 Highway 431, , DUNMOR, KY  42339",DUNMOR,MUHLENBERG,KY,42339,-86.9967188,37.0934915,"",no,"Directions to Facility: 68 Toward Russellville - Take 431 North thru Lewisburg - Church is on the across the road from Dean's Restaurant BEFORE the Muhlenburg County Line

General Notes: 4-27-11 Sent Email requesting update of Form 6564 NSSResource lat/long changes 9/12",SHAKEN_FURY_2019_BATCH_1_ID:78157,"Evacuation Capacity: 0

Longterm Capacity: 30",false,Unknown,false,"",true
Adairville Baptist Church,"327 West Gallatin Street, , ADAIRVILLE, KY  42202",ADAIRVILLE,LOGAN,KY,42202,-86.8546627,36.6675779,"",no,Directions to Facility: LEFT on Center St; RIGHT on 6th; LEFT on Kentucky St - Adams St - Univerity Blvd; RIGHT onto KY-80W/US-68W; LEFT on East 9th Street; LEFT on US-431 S/Nashville Rd; RIGHT onto Gallatin St,SHAKEN_FURY_2019_BATCH_1_ID:78159,"Evacuation Capacity: 160

Longterm Capacity: 80",false,Unknown,false,"",true
Brooks Elementary School,"1430 Brooks Hill Road, , BROOKS, KY  40109",BROOKS,BULLITT,KY,40109,-85.7177942,38.0639202,5028622100,no,"",SHAKEN_FURY_2019_BATCH_1_ID:78257,"Evacuation Capacity: 250

Longterm Capacity: 125",false,Unknown,false,"",true
Cedar Grove Elementary School,"1900 Cedar Grove Road, , SHEPHERDSVILLE, KY  40165",SHEPHERDSVILLE,BULLITT,KY,40165,-85.6786394,37.9809085,5028693800,no,"",SHAKEN_FURY_2019_BATCH_1_ID:78272,"Evacuation Capacity: 500

Longterm Capacity: 250",false,Unknown,false,"",true
Freedom Elementary School,"4682 North Preston Highway, , SHEPHERDSVILLE, KY  40165",SHEPHERDSVILLE,BULLITT,KY,40165,-85.6802228,38.0488149,5029559795,no,"",SHAKEN_FURY_2019_BATCH_1_ID:78273,"Evacuation Capacity: 425

Longterm Capacity: 212",false,Unknown,false,"",true
Shepherdsville Elementary School,"527 West Bluelick Road, , SHEPHERDSVILLE, KY  40165",SHEPHERDSVILLE,BULLITT,KY,40165,-85.719467,37.9964781,5025437737,no,"",SHAKEN_FURY_2019_BATCH_1_ID:78274,"Evacuation Capacity: 425

Longterm Capacity: 212",false,Unknown,false,"",true
Overdale Elementary School,"651 Overdale Drive, , LOUISVILLE, KY  40229",LOUISVILLE,JEFFERSON,KY,40229,-85.676786,38.0808005,5028692800,no,"",SHAKEN_FURY_2019_BATCH_1_ID:78275,"Evacuation Capacity: 250

Longterm Capacity: 125",false,Unknown,false,"",true
Maryville Elementary School,"4504 Summers Drive, , LOUISVILLE, KY  40229",LOUISVILLE,JEFFERSON,KY,40229,-85.6871321,38.0608048,5029556553,no,"",SHAKEN_FURY_2019_BATCH_1_ID:78290,"Evacuation Capacity: 240

Longterm Capacity: 120",false,Unknown,false,"",true
Mount Washington Elementary School,"9234 Highway 44 East, , MOUNT WASHINGTON, KY  40047",MOUNT WASHINGTON,BULLITT,KY,40047,-85.5633072,38.039189,5025384273,no,"",SHAKEN_FURY_2019_BATCH_1_ID:78291,"Evacuation Capacity: 210

Longterm Capacity: 105",false,Unknown,false,"",true
Nichols Elementary School,"10665 Highway 44 West, , WEST POINT, KY  40177",WEST POINT,HARDIN,KY,40177,-85.8837971,38.0135625,5028692600,no,"",SHAKEN_FURY_2019_BATCH_1_ID:78292,"Evacuation Capacity: 187

Longterm Capacity: 93",false,Unknown,false,"",true
Ora L. Roby Elementary School,"1148 Highway 44 East, , SHEPHERDSVILLE, KY  40165",SHEPHERDSVILLE,BULLITT,KY,40165,-85.7024422,37.9979464,"",no,"",SHAKEN_FURY_2019_BATCH_1_ID:78293,"Evacuation Capacity: 315

Longterm Capacity: 157",false,Unknown,false,"",true
Old Mill Elementary School,"11540 Highway 44 East, , MOUNT WASHINGTON, KY  40047",MOUNT WASHINGTON,BULLITT,KY,40047,-85.5310516,38.0578992,5025387994,no,"",SHAKEN_FURY_2019_BATCH_1_ID:78294,"Evacuation Capacity: 225

Longterm Capacity: 112",false,Unknown,false,"",true
Bernheim Middle School,"700 Audubon Drive, , SHEPHERDSVILLE, KY  40165",SHEPHERDSVILLE,BULLITT,KY,40165,-85.6857719,37.9240484,5025437614,no,"",SHAKEN_FURY_2019_BATCH_1_ID:78295,"Evacuation Capacity: 472

Longterm Capacity: 236",false,Unknown,false,"",true
Eastside Middle School,"6925 Highway 44 East, , MOUNT WASHINGTON, KY  40047",MOUNT WASHINGTON,BULLITT,KY,40047,-85.6021215,38.0297678,5025383767,no,"",SHAKEN_FURY_2019_BATCH_1_ID:78296,"Evacuation Capacity: 477

Longterm Capacity: 238",false,Unknown,false,"",true
Zoneton Middle School,"797 Old Preston Highway North, , SHEPHERDSVILLE, KY  40165",SHEPHERDSVILLE,BULLITT,KY,40165,-85.6635304,38.0691158,5029557067,no,"",SHAKEN_FURY_2019_BATCH_1_ID:78297,"Evacuation Capacity: 477

Longterm Capacity: 238",false,Unknown,false,"",true
Hebron Middle School,"3300 East Hebron Lane, , SHEPHERDSVILLE, KY  40165",SHEPHERDSVILLE,BULLITT,KY,40165,-85.6610261,38.048378,5028694200,no,"",SHAKEN_FURY_2019_BATCH_1_ID:78299,"Evacuation Capacity: 242

Longterm Capacity: 121",false,Unknown,false,"",true
Mount Washington Middle School,"269 Water Street, , MOUNT WASHINGTON, KY  40047",MOUNT WASHINGTON,BULLITT,KY,40047,-85.5449993,38.0478431,5025384227,no,"",SHAKEN_FURY_2019_BATCH_1_ID:78300,"Evacuation Capacity: 405

Longterm Capacity: 202",false,Unknown,false,"",true
Bullitt Central High School,"1330 Highway 44 East, , SHEPHERDSVILLE, KY  40165",SHEPHERDSVILLE,BULLITT,KY,40165,-85.6977726,37.9993613,5028696000,no,"",SHAKEN_FURY_2019_BATCH_1_ID:78301,"Evacuation Capacity: 781

Longterm Capacity: 390",false,Unknown,false,"",true
Bullitt East High School,"11450 Highway 44 East, , MOUNT WASHINGTON, KY  40047",MOUNT WASHINGTON,BULLITT,KY,40047,-85.5319811,38.0561779,"",no,"",SHAKEN_FURY_2019_BATCH_1_ID:78302,"Evacuation Capacity: 687

Longterm Capacity: 343",false,Unknown,false,"",true
North Bullitt High School,"3200 East Hebron Lane, , SHEPHERDSVILLE, KY  40165",SHEPHERDSVILLE,BULLITT,KY,40165,-85.6610261,38.048378,5028696200,no,"",SHAKEN_FURY_2019_BATCH_1_ID:78303,"Evacuation Capacity: 776

Longterm Capacity: 388",false,Unknown,false,"",true
White Plains Baptist Church,"329 Franklin Road, , SCOTTSVILLE, KY  42164",SCOTTSVILLE,ALLEN,KY,42164,-86.2177736,36.7394226,"",no,General Notes: NSSResource lat/long changes 9/12,SHAKEN_FURY_2019_BATCH_1_ID:78346,"Evacuation Capacity: 0

Longterm Capacity: 85",false,Unknown,false,"",true
Hancock County Senior Citizens Center,"315 Ridgewood Dr, , HAWESVILLE, KY  42348",HAWESVILLE,HANCOCK,KY,42348,-86.7711726,37.9041935,2709278313,no,"",SHAKEN_FURY_2019_BATCH_1_ID:78354,"Evacuation Capacity: 75

Longterm Capacity: 30",false,Unknown,false,"",true
Lewisport Lions Club,"15 Pell Street, , LEWISPORT, KY  42351",LEWISPORT,HANCOCK,KY,42351,-86.8971189,37.9388839,"",no,"",SHAKEN_FURY_2019_BATCH_1_ID:78355,"Evacuation Capacity: 175

Longterm Capacity: 87",false,Unknown,false,"",true
Hawesville Baptist Church,"290 Main Street, PO Box 57, HAWESVILLE, KY  42348",HAWESVILLE,HANCOCK,KY,42348,-86.7518704,37.9031652,2709278787,no,"",SHAKEN_FURY_2019_BATCH_1_ID:78356,"Evacuation Capacity: 117

Longterm Capacity: 58",false,Unknown,false,"",true
North Butler Elementary School,"5512 Brownsville Road, , MORGANTOWN, KY  42261",MORGANTOWN,BUTLER,KY,42261,-86.6022217,37.2637847,"",no,"Directions to Facility: Natcher Pkwy N to 1st Morgantown exit. Right on 231(4.3m) right to Caneyville Rd (.9m) Right to stay on SR70/Brownsville Rd (4.8m)

General Notes: NSSResource lat/long changes 9/12",SHAKEN_FURY_2019_BATCH_1_ID:78357,"Evacuation Capacity: 330

Longterm Capacity: 165

Restrictions: Can only be used when school is not in session.",false,Unknown,false,"",true
Hancock Lodge 115,"105 Main Cross, , HAWESVILLE, KY  42348",HAWESVILLE,HANCOCK,KY,42348,-86.7487055,37.9019761,"",no,"",SHAKEN_FURY_2019_BATCH_1_ID:78359,"Evacuation Capacity: 47

Longterm Capacity: 23",false,Unknown,false,"",true
Hancock County Public Library,"240 Court Square, , HAWESVILLE, KY  42348",HAWESVILLE,HANCOCK,KY,42348,-86.7491479,37.9004095,2709276760,no,"",SHAKEN_FURY_2019_BATCH_1_ID:78360,"Evacuation Capacity: 32

Longterm Capacity: 16",false,Unknown,false,"",true
Family Worship Center,"600 Salem Dr, , OWENSBORO, KY  42303",OWENSBORO,DAVIESS,KY,42303,-87.120176,37.7258263,2706855819,no,General Notes: Used during ice storm. Worst case - the skating rink building also may be used. Has an elevator for upstairs,SHAKEN_FURY_2019_BATCH_1_ID:78370,"Evacuation Capacity: 110

Longterm Capacity: 55

Restrictions: Pastor's office cannot be used.

Additional Notes: Can't use pastor's office",false,No,false,"",true
Yellow Creek Baptist Church,"5741 Highway 144, , OWENSBORO, KY  42303",OWENSBORO,DAVIESS,KY,42303,-87.021548,37.800582,2702814118,no,General Notes: New building built to earthquake specs in 2007 or 8,SHAKEN_FURY_2019_BATCH_1_ID:78380,"Evacuation Capacity: 289

Longterm Capacity: 144",false,No,false,"",true
Settle Memorial United Methodist Church,"201 E 4th Street, , OWENSBORO, KY  42303",OWENSBORO,DAVIESS,KY,42303,-87.1093385,37.7730787,2706844226,no,"",SHAKEN_FURY_2019_BATCH_1_ID:78381,"Evacuation Capacity: 175

Longterm Capacity: 87",false,No,false,"",true
Walnut Memorial Baptist Church,"507 W Byers Av, , OWENSBORO, KY  42303",OWENSBORO,DAVIESS,KY,42303,-87.112673,37.741879,2706847234,no,"",SHAKEN_FURY_2019_BATCH_1_ID:78382,"Evacuation Capacity: 205

Longterm Capacity: 102",false,No,false,"",true
Cumberland Presbyterian Church,"910 Booth Ave, , OWENSBORO, KY  42301",OWENSBORO,DAVIESS,KY,42301,-87.1202409,37.750287,2706834479,no,General Notes: Feeding ans sleeping shared unlesss using classrooms for sleeping,SHAKEN_FURY_2019_BATCH_1_ID:78383,"Evacuation Capacity: 170

Longterm Capacity: 85",false,No,false,"",true
Hall Street Baptist,"1102 H Street, , OWENSBORO, KY  42303",OWENSBORO,DAVIESS,KY,42303,-87.098047,37.765766,"",no,General Notes: Gym with kitchen seperate from church. shared dining and dorm. Mapped 12/6/13 MAS NSS.,SHAKEN_FURY_2019_BATCH_1_ID:78394,"Evacuation Capacity: 160

Longterm Capacity: 80",false,No,false,"",true
Seven Hills Baptist Church,"1709 Alexander Av, , OWENSBORO, KY  42303",OWENSBORO,DAVIESS,KY,42303,-87.0896229,37.7609234,2709262473,no,"General Notes: Old building, not handicap accessible but good for neighborhood ***sold church to new pastor",SHAKEN_FURY_2019_BATCH_1_ID:78395,"Evacuation Capacity: 75

Longterm Capacity: 37

Restrictions: Not ADA.",false,No,false,"",true
New Life Church,"400 Crabtree Ave, , OWENSBORO, KY  42301",OWENSBORO,DAVIESS,KY,42301,-87.1350859,37.7710346,2706835626,no,"General Notes: Older building with 3 floors, not ada. has soup kitchen, food pantry..etc.",SHAKEN_FURY_2019_BATCH_1_ID:78396,"Evacuation Capacity: 80

Longterm Capacity: 40",false,No,false,"",true
Precious Blood Catholic Church,"3306 Fenmore St, , OWENSBORO, KY  42301",OWENSBORO,DAVIESS,KY,42301,-87.1519388,37.7675446,"",no,"",SHAKEN_FURY_2019_BATCH_1_ID:78397,"Evacuation Capacity: 75

Longterm Capacity: 37",false,No,false,"",true
First Free Will Baptist,"4314 W 5th Street Road, , OWENSBORO, KY  42301",OWENSBORO,DAVIESS,KY,42301,-87.168304,37.7630877,2706848706,no,General Notes: Shared dining/sleeping.,SHAKEN_FURY_2019_BATCH_1_ID:78398,"Evacuation Capacity: 144

Longterm Capacity: 72",false,Unknown,false,"",true
Community Baptist Church,"1026 Pebble Creek, , HENDERSON, KY  42420",HENDERSON,HENDERSON,KY,42420,-87.54885,37.861606,"",no,General Notes: Shared sleeping/eating space. Upstairs has 6+ very nice rooms but not handicap accessible. Remapped 3/1/18 MAS NSS.,SHAKEN_FURY_2019_BATCH_1_ID:78474,"Evacuation Capacity: 190

Longterm Capacity: 95",false,No,false,"",true
North Hancock Elementary School,"330 Frank Luttrell Rd, , LEWISPORT, KY  42351",LEWISPORT,HANCOCK,KY,42351,-86.8522668,37.9230508,2702956330,no,General Notes: sleeping no. for gym - can use other spaces.,SHAKEN_FURY_2019_BATCH_1_ID:78513,"Evacuation Capacity: 325

Longterm Capacity: 162",false,Unknown,false,"",true
Morgan Community Center,"147 Victory Avenue, , BEDFORD, KY  40006",BEDFORD,TRIMBLE,KY,40006,-85.3160282,38.5937244,5022554879,no,"",SHAKEN_FURY_2019_BATCH_1_ID:78514,"Evacuation Capacity: 437

Longterm Capacity: 218",false,Unknown,false,"",true
Union Baptist Church,"5831 St Rt 1389, , HAWESVILLE, KY  42348",HAWESVILLE,HANCOCK,KY,42348,-86.8304417,37.8700588,2709278078,no,General Notes: sleeping/eating combined,SHAKEN_FURY_2019_BATCH_1_ID:78515,"Evacuation Capacity: 130

Longterm Capacity: 65",false,Unknown,false,"",true
Tates Creek Elementary School,"1113 Centre Parkway, , LEXINGTON, KY  40517",LEXINGTON,FAYETTE,KY,40517,-84.482486,37.984644,8593813606,no,"",SHAKEN_FURY_2019_BATCH_1_ID:78544,"Evacuation Capacity: 256

Longterm Capacity: 128",false,No,false,"",true
Butler County High School,"1852 S. Main ST, , MORGANTOWN, KY  42261",MORGANTOWN,BUTLER,KY,42261,-86.7002607,37.20336,"",no,"Directions to Facility: From Natcher Parkway take 1st Morgantown exit (US 231). Turn right on 231/SR79. Go .1 miles. School is on left

General Notes: NSSResource lat/long changes 9/12",SHAKEN_FURY_2019_BATCH_1_ID:78557,"Evacuation Capacity: 530

Longterm Capacity: 265",false,Unknown,false,"",true
Butler County Middle School,"505 North Ward Avenue, , MORGANTOWN, KY  42261",MORGANTOWN,BUTLER,KY,42261,-86.6822993,37.2312164,"",no,"Directions to Facility: From Natcher take 1st Morgantown exit (US 231). Go right. Go 2 miles to N.Main. Go .2 miles left on W. Morrison St. .1 mile right N. Ward Rd. .2 miles ahead.

General Notes: NSSResource lat/long changes 9/12",SHAKEN_FURY_2019_BATCH_1_ID:78558,"Evacuation Capacity: 530

Longterm Capacity: 265",false,Unknown,false,"",true
The Center For Courageous Kids,"1501 Burnley Road, , SCOTTSVILLE, KY  42164",SCOTTSVILLE,ALLEN,KY,42164,-86.2211952,36.7756606,"",no,"Directions to Facility: Proceed East on Hwy 231 to Burnley Rd in Scottsville. Turn LEFT on Burnley. Camp is cluster of blue roofed buildings on the LEFT

General Notes: Received Updated Use Agreement from Stormi Murtie 4-21-11. NSSResource lat/long changes 9/12",SHAKEN_FURY_2019_BATCH_1_ID:78661,"Evacuation Capacity: 0

Longterm Capacity: 400",false,Unknown,false,"",true
Boston Elementary School,"130 Wilson Creek Road, , BOSTON, KY  40107",BOSTON,NELSON,KY,40107,-85.6586,37.79297,5023502200,no,"Directions to Facility: FROM NELSON COUNTY COURHOUSE TAKE US 62 WEST ABOUT 12 MILES TO SCHOOL SIGNS ON RIGHT (NORTH) OF HWY. RIGHT ON WILSON CREEK RD.

General Notes: APPROXIMATELY 0.1M TURN RIGHT INTO MARKED BUS DRIVE FOR SCHOOL. DRIVE LEFT TO BACK ENTRANCE/PARKING.",SHAKEN_FURY_2019_BATCH_1_ID:78696,"Evacuation Capacity: 325

Longterm Capacity: 162",false,Unknown,false,"",true
Knights Of Columbus Hall,"2013 Bardstown Road, , SPRINGFIELD, KY  40069",SPRINGFIELD,WASHINGTON,KY,40069,-85.2498895,37.6996831,8593369967,no,"Directions to Facility: From the courthouse, drive west on US 150 towards St. Catherine's College. The Kof C hall is on the left, about 3 miles.

General Notes: Can be used as a pet shelter if the shelter is only going to be open for a couple of days.",SHAKEN_FURY_2019_BATCH_1_ID:78697,"Evacuation Capacity: 230

Longterm Capacity: 115

Restrictions: The facilitiy is rented out a lot on weekends.

Additional Notes: Hand sketched",false,Unknown,false,"",true
Edmonton Worship Center,"107 Baker Street, , EDMONTON, KY  42129",EDMONTON,METCALFE,KY,42129,-85.6224077,36.9831336,"",no,"",SHAKEN_FURY_2019_BATCH_1_ID:78699,"Evacuation Capacity: 310

Longterm Capacity: 155",false,Unknown,false,"",true
Grand Rivers Community Center,"155 W. Cumberland Avenue, , GRAND RIVERS, KY  42045",GRAND RIVERS,LIVINGSTON,KY,42045,-88.2353198,37.0011961,"",no,"",SHAKEN_FURY_2019_BATCH_1_ID:78715,"Evacuation Capacity: 0

Longterm Capacity: 75

Additional Notes: City Hall has blue prints",false,No,false,"",true
Colesburg Baptist Church,"345 Colesburg Road, , ELIZABETHTOWN, KY  42701",ELIZABETHTOWN,HARDIN,KY,42701,-85.7763574,37.7838724,"",no,"",SHAKEN_FURY_2019_BATCH_1_ID:78791,"Evacuation Capacity: 0

Longterm Capacity: 25",false,Unknown,false,"",true
St. Francis Xavier Church Bldg 2,"155 Stringer Lane, , MOUNT WASHINGTON, KY  40047",MOUNT WASHINGTON,BULLITT,KY,40047,-85.5479021,38.0420682,5025384933,no,"",SHAKEN_FURY_2019_BATCH_1_ID:136003,"Evacuation Capacity: 850

Longterm Capacity: 425",false,Unknown,false,"",true
St. Francis Xavier Church Bldg 3,"155 Stringer Lane, , MOUNT WASHINGTON, KY  40047",MOUNT WASHINGTON,BULLITT,KY,40047,-85.5479021,38.0420682,5025384933,no,"",SHAKEN_FURY_2019_BATCH_1_ID:136004,"Evacuation Capacity: 150

Longterm Capacity: 75",false,Unknown,false,"",true
Vineyard Christian Church,"7101 Pleasant Valley Rd, , FLORENCE, KY  41042",FLORENCE,BOONE,KY,41042,-84.70363,38.99969,8596890777,no,Directions to Facility: Intersection of Camp Ernst Rd and Pleasant Valley Rd,SHAKEN_FURY_2019_BATCH_1_ID:136659,"Evacuation Capacity: 227

Longterm Capacity: 113",false,Unknown,false,"",true
First Baptist Church,"730 Tonieville Road, , HODGENVILLE, KY  42748",HODGENVILLE,LARUE,KY,42748,-85.7600655,37.5819893,2703583193,no,General Notes: Can shelter 60 people usage restricted to CFC area,SHAKEN_FURY_2019_BATCH_1_ID:136756,"Evacuation Capacity: 300

Longterm Capacity: 150",false,No,false,"",true
Rineyville Baptist Church,"5269 RIneyville Road, , RINEYVILLE, KY  40162",RINEYVILLE,HARDIN,KY,40162,-85.96401,37.748893,"",no,"General Notes: Pet Shelter POC - Jerry Foley, Doug Finlay or 911 Dog Warden and Pound can provide food, water, and popup cages for dogs/cats",SHAKEN_FURY_2019_BATCH_1_ID:136757,"Evacuation Capacity: 87

Longterm Capacity: 43",true,Yes,false,"",true
Mt. Moriah Baptist Church,"4893 Mt. Sherman Roa, , MOUNT SHERMAN, KY  42764",MOUNT SHERMAN,LARUE,KY,42764,-85.672105,37.4513335,"",no,"",SHAKEN_FURY_2019_BATCH_1_ID:136758,"Evacuation Capacity: 0

Longterm Capacity: 50",false,Unknown,false,"",true
St. John The Baptist Catholic Church,"657 St. John Church Road, , ELIZABETHTOWN, KY  42701",ELIZABETHTOWN,HARDIN,KY,42701,-85.9743224,37.7078311,2708629816,no,"",SHAKEN_FURY_2019_BATCH_1_ID:136759,"Evacuation Capacity: 127

Longterm Capacity: 63",false,Unknown,false,"",true
Rolling Fork Christian Church,"2630 Lyons Station Roadad, NEW HAVEN, KY  40051",NEW HAVEN,NELSON,KY,40051,-85.6169168,37.6986399,"",no,"",SHAKEN_FURY_2019_BATCH_1_ID:136760,"Evacuation Capacity: 0

Longterm Capacity: 40",false,Unknown,false,"",true
South Fork Baptist Church,"4915 New Jackson Highway, HODGENVILLE, KY  42748",HODGENVILLE,LARUE,KY,42748,-85.73782,37.504455,"",no,General Notes: Mapped 3/3/14 MAS NSS.,SHAKEN_FURY_2019_BATCH_1_ID:136761,"Evacuation Capacity: 50

Longterm Capacity: 100",false,Unknown,false,"",true
Church of Joy,"100 School House Road, , LEITCHFIELD, KY  42754",LEITCHFIELD,GRAYSON,KY,42754,-86.3407806,37.4657766,"",no,General Notes: remove from system. no city septic system,SHAKEN_FURY_2019_BATCH_1_ID:136762,"Evacuation Capacity: 82

Longterm Capacity: 41",false,Unknown,false,"",true
Cub Run Elementary School,"170 East Gap Hill Road, CUB RUN, KY  42729",CUB RUN,HART,KY,42729,-86.0606523,37.3049936,"",no,"",SHAKEN_FURY_2019_BATCH_1_ID:136763,"Evacuation Capacity: 100

Longterm Capacity: 150",false,Unknown,false,"",true
Falls of Rough Baptist Church,"10831 Falls of Rough Road, , FALLS OF ROUGH, KY  40119",FALLS OF ROUGH,GRAYSON,KY,40119,-86.506101,37.5541242,"",no,"",SHAKEN_FURY_2019_BATCH_1_ID:136764,"Evacuation Capacity: 100

Longterm Capacity: 50",false,No,false,"",true
LeGrande Elementary School,"70 LeGrande School Road, HORSE CAVE, KY  42749",HORSE CAVE,HART,KY,42749,-85.9069175,37.179496,"",no,"",SHAKEN_FURY_2019_BATCH_1_ID:136765,"Evacuation Capacity: 100

Longterm Capacity: 100",false,Unknown,false,"",true
Bonnieville Elementary School,"7874 North Dixie Highway, BONNIEVILLE, KY  42713",BONNIEVILLE,HART,KY,42713,-85.9031887,37.3813157,"",no,"",SHAKEN_FURY_2019_BATCH_1_ID:136767,"Evacuation Capacity: 80

Longterm Capacity: 200",false,Unknown,false,"",true
Loucon of the United Methodist Church,"8044 Anneta Road, , LEITCHFIELD, KY  42754",LEITCHFIELD,GRAYSON,KY,42754,-86.2426826,37.3911938,"",no,"",SHAKEN_FURY_2019_BATCH_1_ID:136768,"Evacuation Capacity: 100

Longterm Capacity: 50",false,No,false,"",true
Rough River State Resort Park,"450 Lodge Road, , FALLS OF ROUGH, KY  40119",FALLS OF ROUGH,GRAYSON,KY,40119,-86.5018921,37.6106304,"",no,"",SHAKEN_FURY_2019_BATCH_1_ID:136769,"Evacuation Capacity: 250

Longterm Capacity: 125",false,Unknown,false,"",true
Memorial Elementary School,"1400 North Jackson Highway, HARDYVILLE, KY  42746",HARDYVILLE,HART,KY,42746,-85.7860804,37.2547534,"",no,"",SHAKEN_FURY_2019_BATCH_1_ID:136770,"Evacuation Capacity: 100

Longterm Capacity: 275",false,No,false,"",true
