field0001,field0002,field0003,field0004,field0005,field0006,field0007,field0008,field0009,field0010,field0011,field0012,field0013,field0014,field0015,field0016,field0017,field0018,field0019,field0020,field0021,field0022,field0023,field0024,field0025,field0026,field0027,field0028,field0029,field0030,field0031,field0032,field0033,field0034,field0035,field0036,field0061,field0062,field0063,field0064,field0065,field0066,field0067,field0068,field0069,field0070,field0071,field0072,field0073,field0074,field0075,field0076,field0077,field0078,field0079,field0080,field0084,field0085,field0086,field0087,field0088,field0089,field0090,field0091,field0092,field0093,field0094,field0095,field0096,field0097,field0098,field0099,field0100,field0101,field0102,field0103,field0104,field0105,field0106,field0107,field0108,field0109,field0110,field0111,field0112,field0113,field0114,field0115,field0116,field0117,field0118,field0119,field0120,field0121,field0122,field0123,field0124,field0125,field0126,field0127,field0128,field0129,field0130,field0131,field0132,field0133,field0134,field0135,field0136,field0137,field0138,field0139,field0140,field0141,field0142,field0143,field0144,field0145,field0146,field0147,field0148,field0149,field0150,field0151,field0152,field0153,field0154,field0155,field0156,field0157,field0158,field0159,field0160,field0161,field0162,field0163,field0164,field0165,field0166,field0167,field0168,field0169,field0170,field0171,field0172,field0173,field0174,field0175,field0176,field0177,field0178,field0179,field0180,field0181,field0182,field0183,field0184,field0185,field0186,field0187,field0188,field0189,field0190,field0191,field0192,field0193,field0194,field0195,field0196,field0197,field0198,field0199,field0200,field0201,field0202,field0203,field0204,field0205,field0206,field0207,field0208,field0209,field0210,field0211,field0212,field0213,field0214,field0215,field0216,field0217,field0218,field0219,field0220,field0221,field0222,field0223,field0224,field0225,field0226,field0227,field0228,field0229,field0230,field0231,field0232,field0233,field0234,field0235,field0236,field0237,field0238,field0239,field0240,field0241,field0242,field0243,field0244,field0245,field0246,field0247,field0248,field0249,field0250
163430,420748,17340,Kentucky Region,ARC,ARC Managed,,oakland avenue baptist church,General,,NO,,3898,194,97,,Closed,B,3265 Oakland Avenue,,,CATLETTSBURG,KY,BOYD,41129,7,,NO,Same as Above,,,,,,,,4,,-82.374879,36.358055,,NO,NO,,,,,,4/24/17,04/24/2017 00:00:00 MDT,NO,,Either,,,,,,,,,Trissia Scott/Kathy Burnette,04/24/2017 00:00:00 MDT,Emerson Varney,05/24/2017 00:00:00 MDT,TRISSIA SCOTT/KATHY BURNETTE,04/24/2017 00:00:00 MDT,,1,,,,,,,,NO,YES,NO,NO,NO,NO,NO,NO,3,,,NO,,,YES,YES,YES,,YES,,YES,,,0,,2,,,,,,,,,,,,NO,NO,,YES,NO,NO,NO,YES,NO,NO,YES,NO,NO,YES,NO,NO,NO,NO,NO,NO,,200,,,,YES,YES,YES,YES,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,,t,,0,0,,,,,,,,,,,,,,,,,,boyd varney,Kentucky Region,05/24/2017 13:01:16 MDT,boyd varney,Kentucky Region,05/24/2017 13:10:09 MDT
163457,420748,17340,Kentucky Region,ARC,ARC Managed,,Simmons Middle School,General,,NO,,8600,430,215,,Closed,B,242 West Water Street,,,FLEMINGSBURG,KY,FLEMING,41041,7,,NO,Same as Above,,,,,,,,4,,-83.736234,38.4262594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,YES,NO,NO,NO,NO,NO,NO,3,,,NO,,,,,YES,,,,YES,10,,,,20,3,,,,,,,,,,,NO,NO,,YES,NO,NO,NO,YES,NO,NO,YES,NO,NO,YES,NO,NO,NO,NO,NO,NO,,,,,,,,,,,,,,NO,,,,,,,,,,,NO,,,NO,NO,NO,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,YES,NO,,,,,,,,,,,,,,,,boyd varney,Kentucky Region,05/31/2017 07:34:10 MDT,Mike Arthur,National Headquarters (Do not affiliate with Shelters),09/09/2017 16:00:17 MDT
163577,420748,17340,Kentucky Region,ARC,ARC Managed,,Knott County Sportsplex,General,,NO,,21000,1050,525,,Closed,B,459 Kenny Chapman Loop,,,LEBURN,KY,KNOTT,41831,,,NO,Same as Above,,,,,,,,4,,82.934954,37.415743,,YES,NO,,,,,,8/17/16,08/17/2016 00:00:00 MDT,NO,,Either,This building has several basketball courts that we can use for shelters as long as there is no scheduled events at the time of our need.,,,YES,,,,,David Heinz,08/17/2016 00:00:00 MDT,Emerson Varney,06/08/2017 00:00:00 MDT,Emerson Varney,06/08/2016 00:00:00 MDT,YES,1,,,,,As long as there are no tournaments at the times of our need.  And a good possibility theywould be canceled anyway.,,,NO,YES,NO,NO,NO,NO,NO,NO,,,,NO,,,,,YES,,,,YES,8,,,,12,0,,,,,,,,,,,YES,YES,,NO,YES,NO,NO,YES,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,,100,,,,YES,YES,YES,YES,,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,0,0,,,,NO,YES,YES,NO,,,,,,,,,,,boyd varney,Kentucky Region,06/08/2017 07:56:36 MDT,boyd varney,Kentucky Region,06/08/2017 08:12:33 MDT
163581,420748,17340,Kentucky Region,ARC,ARC Managed,,Ward Elementary,General,,NO,,6175,308,154,,Closed,B,1281 Morehead Road,,,WALLINGFORD,KY,FLEMING,41093,7,Fleming County,NO,Same as Above,,,,,,,,4,,-83.5949505,38.3356462,,,,,,,,,12/15/11,12/15/2016 00:00:00 MST,NO,,Either,,,,,,,,,,,Emerson Varney,06/09/2017 00:00:00 MDT,,,YES,1,,,,,When school is not in session,,,NO,YES,NO,NO,NO,NO,NO,NO,,,,NO,,,,,,,,Working smoke detectors,,0,,,,15,,,,,,,,,,,,NO,NO,,YES,NO,NO,NO,YES,NO,NO,YES,NO,NO,YES,NO,NO,NO,NO,NO,NO,,,,,,YES,YES,YES,YES,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,1,1,YES,NO,,NO,YES,YES,NO,NO,NO,NO,NO,,NO,,NO,NO,,boyd varney,Kentucky Region,06/08/2017 12:18:37 MDT,boyd varney,Kentucky Region,06/08/2017 12:23:13 MDT
163582,420748,17340,Kentucky Region,ARC,ARC Managed,,Vanveburg Volunteer Fire Dept.,General,,NO,,4000,200,100,,Closed,B,415 Clarksburg,,,VANCEBURG,KY,LEWIS,41179,7,Lewis,NO,Same as Above,,,,,,,,4,,-83.3301722,38.5980748,,NO,NO,,,,,,3/1/17,03/01/2017 00:00:00 MST,NO,,Either,,,,YES,,,,,Emerson Varney,03/01/2017 00:00:00 MST,Emerson Varney,03/01/2017 00:00:00 MST,Emerson Varney,03/01/2017 00:00:00 MST,,1,,,,,,,,NO,NO,NO,NO,NO,YES,NO,NO,1,,,NO,,,YES,YES,YES,,YES,,YES,0,,,,2,1,,,,,,,,,,,YES,YES,,YES,NO,NO,NO,YES,NO,NO,YES,NO,NO,YES,NO,NO,NO,NO,NO,NO,,,,64,,NO,YES,YES,YES,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,boyd varney,Kentucky Region,06/08/2017 13:17:55 MDT,boyd varney,Kentucky Region,06/08/2017 13:23:20 MDT
163602,420748,17340,Kentucky Region,ARC,ARC Managed,,Anchor Baptist Church,General,,NO,,5301,265,132,,Closed,B,3601 Winthrop Dr,,,LEXINGTON,KY,FAYETTE,40502,,,YES,3601 Winthrop Dr,,LEXINGTON,KY,40502,8592961214,,,4,,-84.544524,37.97976,1014,NO,NO,,,,,,3/14/17,12/09/2016 00:00:00 MST,,,Either,,,,NO,,,,NO,,,,,,,YES,,,,,,,,,NO,YES,NO,NO,NO,NO,NO,NO,2,,,,,,,,,,,,,0,,,,14,2,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,,,,NO,,,,,,,,,,,NO,,,NO,NO,NO,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,John Davies,Kentucky Region,06/12/2017 09:02:50 MDT,John Davies,Kentucky Region,06/14/2017 09:04:29 MDT
163615,420748,17340,Kentucky Region,ARC,ARC Managed,,Baptist Church at Andover,General,,NO,,3375,168,84,,Closed,B,3330 Todds Rd,,,LEXINGTON,KY,FAYETTE,40511,,,YES,3330 Todds Rd,,LEXINGTON,KY,40511,8592637652,,,4,,-84.4182868,38.0038046,,NO,NO,NO,,,,,7/3/17,04/17/2017 00:00:00 MDT,,,,,,,NO,,,,NO,,,,,,,,,,,,,,,,NO,YES,NO,NO,NO,NO,NO,NO,,NO,,NO,,,,NO,YES,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,,,,NO,,,,,,,,,,,NO,,,NO,NO,NO,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,John Davies,Kentucky Region,06/14/2017 09:15:44 MDT,John Davies,Kentucky Region,07/03/2017 08:27:13 MDT
163621,420748,17340,Kentucky Region,ARC,ARC Managed,,YMCA Gatton Beaumont Center,General,,NO,,1000,50,25,,Closed,B,3251 Beaumont Centre Circle,,,LEXINGTON,KY,FAYETTE,40513,,,NO,381 West Loudon Ave,,LEXINGTON,KY,40508,8592199622,,,4,,-84.5622984,38.016795,,,,,,,,,,02/04/2019 00:00:00 MST,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,,,,NO,,,,,,,,,,,NO,,,NO,NO,NO,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,John Davies,Kentucky Region,06/16/2017 07:33:13 MDT,John Davies,Kentucky Region,02/06/2019 09:15:24 MST
163622,420748,17340,Kentucky Region,ARC,ARC Managed,,Boone's Creek Baptist Church,General,,NO,,1000,50,25,,Closed,B,185 N Cleveland Rd,,,LEXINGTON,KY,FAYETTE,40509,,,YES,185 N Cleveland Rd,,LEXINGTON,KY,40509,8592635466,,,4,,-84.366755,37.952743,,,,,,,,,,04/05/2019 00:00:00 MDT,,,Either,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,,,,NO,,,,,,,,,,,NO,,,NO,NO,NO,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,John Davies,Kentucky Region,06/16/2017 08:19:09 MDT,John Davies,Kentucky Region,04/08/2019 08:33:54 MDT
163696,420748,17340,Kentucky Region,ARC,ARC Managed,,Lafayette Church of the Nazarene,General,,NO,,2214,110,55,,Closed,B,264 Lafayette Parkway,,,LEXINGTON,KY,FAYETTE,40503,,,NO,420 Picadome Park,,LEXINGTON,KY,40503,8592787213,,,4,,-84.528198,38.022772,955,NO,NO,NO,,,,,10/20/17,02/15/2017 00:00:00 MST,,,Either,,,,NO,,,,NO,,,,,,,YES,,,,,,,,,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,,,,NO,,,,,,,,,,,NO,,,NO,NO,NO,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,John Davies,Kentucky Region,06/26/2017 08:04:04 MDT,John Davies,Kentucky Region,10/30/2017 07:48:47 MDT
163697,420748,17340,Kentucky Region,ARC,ARC Managed,,YMCA North Lexington,General,,NO,,5940,297,148,,Closed,B,381 West Loudon Ave,,,LEXINGTON,KY,FAYETTE,40508,,,NO,381 West Loudon Ave,,LEXINGTON,KY,40508,8592589622,,,4,,-84.4957685,38.0641553,983,NO,NO,NO,,,,,1/12/18,02/04/2019 00:00:00 MST,,,Either,,,,NO,,,,NO,,,,,,,YES,,,,,,,,,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,,,,NO,,,,,,,,,,,NO,,,NO,NO,NO,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,John Davies,Kentucky Region,06/26/2017 09:46:22 MDT,John Davies,Kentucky Region,02/06/2019 09:15:40 MST
163753,420748,17340,Kentucky Region,ARC,ARC Managed,,Northeast Christian Church,General,,NO,,6318,315,157,,Closed,B,990 Star Shoot Parkway,,,LEXINGTON,KY,FAYETTE,40509,,,YES,990 Star Shoot Parkway,,LEXINGTON,KY,40509,8592991251,,,4,,-84.4266147,38.0211865,,NO,NO,,,,,,11/10/16,11/18/2016 00:00:00 MST,,,,,,,NO,,,,NO,,,,,,,YES,,,,,,,,,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,,,,NO,,,,,,,,,,,NO,,,NO,NO,NO,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,John Davies,Kentucky Region,06/30/2017 09:49:40 MDT,John Davies,Kentucky Region,06/30/2017 10:11:11 MDT
163761,420748,17340,Kentucky Region,ARC,ARC Managed,,Southland Christian Church - Richmond Rd Campus,General,,NO,,42200,2110,1055,,Closed,B,2349 Richmond Road,,,LEXINGTON,KY,FAYETTE,40502,,,NO,PO Box 23338,,LEXINGTON,KY,40523,8592441600,,,4,,-84.4606929,38.0173534,991,NO,NO,,,,,,1/19/17,04/02/2018 00:00:00 MDT,,,,,,,NO,,,,NO,,,,,,,NO,,,,,,,,,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,,,,NO,,,,,,,,,,,NO,,,NO,NO,NO,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,John Davies,Kentucky Region,07/05/2017 07:28:57 MDT,John Davies,Kentucky Region,04/02/2018 09:09:11 MDT
163762,420748,17340,Kentucky Region,ARC,ARC Managed,,Southern Heights Baptist Church,General,,NO,,2000,100,50,,Closed,B,3408 Clays Mill Rd,,,LEXINGTON,KY,FAYETTE,40503,,,YES,3408 Clays Mill Rd,,LEXINGTON,KY,40503,8592235223,,,4,,-84.552835,37.992655,1002,NO,NO,NO,,,,,10/18/17,04/05/2019 00:00:00 MDT,,,Either,,,,NO,,,,NO,,,,,,,YES,,,,,,,,,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,,,,NO,,,,,,,,,,,NO,,,NO,NO,NO,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,John Davies,Kentucky Region,07/05/2017 07:49:08 MDT,John Davies,Kentucky Region,04/08/2019 08:30:16 MDT
163763,420748,17340,Kentucky Region,ARC,ARC Managed,,Saint John Missionary Baptist Church,General,,NO,,1000,50,25,,Closed,B,511 Thurman Dr,,,LEXINGTON,KY,FAYETTE,40505,,,YES,511 Thurman Dr,,LEXINGTON,KY,40505,8592945646,,,4,,-84.4661969,38.075518,,,,,,,,,,03/08/2017 00:00:00 MST,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,,,,NO,,,,,,,,,,,NO,,,NO,NO,NO,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,John Davies,Kentucky Region,07/05/2017 08:07:00 MDT,John Davies,Kentucky Region,07/05/2017 08:15:10 MDT
163783,420748,17340,Kentucky Region,ARC,ARC Managed,,Christian County Middle School,General,,NO,,9793,489,244,,Closed,B,210 Glass Ave.,,,HOPKINSVILLE,KY,CHRISTIAN,42240,1,Christian County Schools,NO,200 Glass Ave.,,HOPKINSVILLE,KY,42240,2708897070,,,4,,-87.4883672,36.8778737,,,YES,,North on Highway 41 (N. Main St.) turn left (West) on Glass Ave.,,,,,06/28/2018 00:00:00 MDT,,,,,,,,,,,,,,,,,,,,,,,,,,Principal,NO,YES,NO,NO,NO,NO,NO,NO,1,,,YES,YES,,YES,YES,YES,,YES,,,4,,,,39,4,1,,,,,Kevin,Criden,Christian County Schools,2708392244,,,,,YES,NO,NO,NO,YES,NO,NO,YES,NO,NO,YES,NO,NO,NO,NO,YES,YES,,900,550,1000,Other seating in auditorium,YES,YES,YES,YES,,YES,YES,YES,YES,NO,YES,YES,YES,YES,NO,YES,YES,YES,YES,NO,YES,YES,YES,YES,NO,NO,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,YES,NO,NO,NO,NO,YES,YES,YES,YES,NO,,,,,,,,,,,1,1,YES,,,NO,YES,YES,NO,NO,NO,NO,NO,,NO,,,,,Kathy Hayes,Kentucky Region,07/10/2017 09:07:30 MDT,Dawn Carty,Kentucky Region,07/03/2018 07:11:14 MDT
164331,420748,17340,Kentucky Region,ARC,ARC Managed,,Maxwell Street Presbyterian Church,General,,NO,,560,28,14,,Closed,B,108 E Maxwell Str,,,LEXINGTON,KY,FAYETTE,40508,,,YES,108 E Maxwell Str,,LEXINGTON,KY,40508,8592551074,,,4,,-84.501057,38.0431908,,NO,NO,NO,,,,,5/4/18,07/11/2017 00:00:00 MDT,,,Either,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,,,,NO,,,,,,,,,,,NO,,,NO,NO,NO,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,John Davies,Kentucky Region,07/17/2017 08:26:13 MDT,John Davies,Kentucky Region,05/07/2018 07:33:30 MDT
164344,420748,17340,Kentucky Region,ARC,ARC Managed,,B. Michael Caudill Middle School,General,,NO,,8700,435,217,,Closed,B,1428 Dr Robert R Martin Bypass,,,RICHMOND,KY,MADISON,40475,,,NO,,,,,,8596256172,,,4,,-84.293403,37.7750265,890,NO,NO,,,,,,3/17/17,05/16/2018 00:00:00 MDT,,,Either,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,,,,NO,,,,,,,,,,,NO,,,NO,NO,NO,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,John Davies,Kentucky Region,07/19/2017 09:26:21 MDT,John Davies,Kentucky Region,05/23/2018 09:16:00 MDT
164345,420748,17340,Kentucky Region,ARC,ARC Managed,,Clark-Moores Middle School,General,,NO,,6500,325,162,,Closed,B,"1143 Berea Rd, Richmond",,,RICHMOND,KY,MADISON,40475,,,NO,,,,,,8596244545,,,4,,-84.2709752,37.7290475,945,NO,NO,,,,,,3/7/17,05/16/2018 00:00:00 MDT,NO,,Either,,,,NO,,,,NO,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,,,,NO,,,,,,,,,,,NO,,,NO,NO,NO,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,John Davies,Kentucky Region,07/19/2017 09:41:26 MDT,John Davies,Kentucky Region,05/23/2018 09:15:55 MDT
164346,420748,17340,Kentucky Region,ARC,ARC Managed,,Farristown Middle School,General,,NO,,11600,580,290,,Closed,B,751 Farristown Industrial Dr,,,BEREA,KY,MADISON,40403,,,NO,,,,,,8593878600,,,4,,-84.3007532,37.6159726,980,NO,NO,NO,,,,,3/22/17,05/16/2018 00:00:00 MDT,,,Either,,,,NO,,,,NO,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,,,,NO,,,,,,,,,,,NO,,,NO,NO,NO,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,John Davies,Kentucky Region,07/19/2017 10:01:58 MDT,John Davies,Kentucky Region,05/23/2018 09:15:48 MDT
164387,420748,17340,Kentucky Region,ARC,ARC Managed,,Glenn Marshall Elementary School,General,,NO,,8200,410,205,,Closed,B,1442 Robert R. Martin Bypass,,,RICHMOND,KY,MADISON,40475,,,NO,,,,,,8596256075,,,4,,-84.2932448,37.7738273,900,NO,NO,NO,,,,,3/31/17,05/16/2018 00:00:00 MDT,,,Either,,,,NO,,,,NO,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,,,,NO,,,,,,,,,,,NO,,,NO,NO,NO,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,John Davies,Kentucky Region,07/21/2017 08:26:19 MDT,John Davies,Kentucky Region,05/23/2018 09:15:40 MDT
164389,420748,17340,Kentucky Region,ARC,ARC Managed,,Kingston Elementary School,General,,NO,,7000,350,175,,Closed,B,2845 Battlefield Memorial Hwy,,,BEREA,KY,MADISON,40403,,,NO,,,,,,8596256091,,,4,,-84.2374297,37.6488415,942,NO,NO,,,,,,3/22/17,05/16/2018 00:00:00 MDT,,,Either,,,,NO,,,,NO,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,,,,NO,,,,,,,,,,,NO,,,NO,NO,NO,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,John Davies,Kentucky Region,07/21/2017 08:54:58 MDT,John Davies,Kentucky Region,05/23/2018 09:15:35 MDT
164405,420748,17340,Kentucky Region,ARC,ARC Managed,,Bear Pen Worship Center,General,,NO,,4000,200,100,,Closed,B,1200 Bear Pen Road,,,CAMPTON,KY,WOLFE,41301,7,,NO,Same as Above,,,,,,,,4,,-83.5633562,37.7253285,,,NO,,,,,,11/10/16,07/03/2017 00:00:00 MDT,NO,,Either,original agreement signed 11/10/2016.  misplaced.  new one signed 07/03/2017,,,YES,,,,,Emerson Varney,11/10/2016 00:00:00 MST,Emerson Varney,07/26/2017 00:00:00 MDT,Emerson Varney,11/10/2016 00:00:00 MST,,1,,,,,,,,NO,YES,NO,NO,NO,NO,NO,NO,1,,,NO,,,,,YES,,,,YES,,,,,2,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,70,,70,,YES,YES,YES,YES,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,3,,,,,,,,,0,0,,,,YES,YES,YES,NO,NO,NO,YES,NO,,,,,,,boyd varney,Kentucky Region,07/26/2017 09:07:38 MDT,Mike Arthur,National Headquarters (Do not affiliate with Shelters),09/09/2017 14:54:16 MDT
164458,420748,17340,Kentucky Region,ARC,ARC Managed,,Tates Creek Christian Church,General,,NO,,1000,50,25,,Closed,B,3150 Tates Creek Road,,,LEXINGTON,KY,FAYETTE,40502-2955,,,YES,3150 Tates Creek Road,,LEXINGTON,KY,40502-2955,,,,4,,-84.4949787,38.0043288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,,,,NO,,,,,,,,,,,NO,,,NO,NO,NO,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,John Davies,Kentucky Region,08/11/2017 07:24:59 MDT,John Davies,Kentucky Region,08/11/2017 07:24:59 MDT
